Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/search,"CatchResponseError('Failed: 500 - {""detail"":""Internal Server Error: Too many connections""}')",590,2026-07-27T22:51:38Z,2026-07-27T22:52:35Z
