Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785192696,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785192697,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785192698,16,POST,/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,7,7,397.7125000092201,389.79610084788874,376.06608297210187,397.7125000092201,56.0
1785192698,16,,Aggregated,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,7,7,397.7125000092201,389.79610084788874,376.06608297210187,397.7125000092201,56.0
1785192699,24,POST,/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,15,15,120,240.25233046074086,104.15895900223404,397.7125000092201,56.0
1785192699,24,,Aggregated,0.000000,0.000000,120,380,400,400,400,400,400,400,400,400,400,15,15,120,240.25233046074086,104.15895900223404,397.7125000092201,56.0
1785192700,32,POST,/search,0.000000,0.000000,120,130,130,130,140,140,140,140,140,140,140,24,24,130,194.46495141649697,8.079709019511938,397.7125000092201,56.0
1785192700,32,,Aggregated,0.000000,0.000000,130,140,380,390,400,400,400,400,400,400,400,24,24,130,194.46495141649697,8.079709019511938,397.7125000092201,56.0
1785192701,40,POST,/search,2.333333,2.333333,350,490,640,650,700,740,840,840,840,840,840,48,48,390,357.6589071465908,8.079709019511938,838.7902500107884,56.0
1785192701,40,,Aggregated,2.333333,2.333333,400,490,610,650,700,740,840,840,840,840,840,48,48,390,357.6589071465908,8.079709019511938,838.7902500107884,56.0
1785192702,40,POST,/search,3.750000,3.750000,130,490,610,650,700,740,840,840,840,840,840,55,55,350,313.14735003768214,3.770124982111156,838.7902500107884,56.0
1785192702,40,,Aggregated,3.750000,3.750000,350,410,490,640,690,740,740,840,840,840,840,55,55,350,313.14735003768214,3.770124982111156,838.7902500107884,56.0
1785192703,40,POST,/search,4.800000,4.800000,110,140,490,490,650,710,740,840,840,840,840,69,69,130,251.08841792815298,3.770124982111156,838.7902500107884,56.0
1785192703,40,,Aggregated,4.800000,4.800000,130,400,430,490,650,710,740,840,840,840,840,69,69,130,251.08841792815298,3.770124982111156,838.7902500107884,56.0
1785192704,40,POST,/search,8.000000,8.000000,99,130,410,490,650,710,740,840,840,840,840,82,82,110,212.3034975005927,3.5133750061504543,838.7902500107884,56.0
1785192704,40,,Aggregated,8.000000,8.000000,110,350,400,490,650,700,740,840,840,840,840,82,82,110,212.3034975005927,3.5133750061504543,838.7902500107884,56.0
1785192705,40,POST,/search,7.857143,7.857143,11,110,140,430,650,700,740,840,840,840,840,97,97,13,180.45960914418006,3.2386250095441937,838.7902500107884,56.0
1785192705,40,,Aggregated,7.857143,7.857143,13,130,390,410,650,700,740,840,840,840,840,97,97,13,180.45960914418006,3.2386250095441937,838.7902500107884,56.0
1785192706,40,POST,/search,8.750000,8.750000,9,110,130,350,640,690,740,740,840,840,840,108,108,10,162.82298612996885,2.8901249752379954,838.7902500107884,56.0
1785192706,40,,Aggregated,8.750000,8.750000,10,120,380,400,640,690,740,740,840,840,840,108,108,10,162.82298612996885,2.8901249752379954,838.7902500107884,56.0
1785192708,40,POST,/search,9.111111,9.111111,8,17,130,140,610,690,740,740,840,840,840,122,122,9,144.84752392535648,2.557916974183172,838.7902500107884,56.0
1785192708,40,,Aggregated,9.111111,9.111111,8,17,130,140,610,690,740,740,840,840,840,122,122,9,144.84752392535648,2.557916974183172,838.7902500107884,56.0
1785192709,40,POST,/search,9.700000,9.700000,8,10,99,130,610,690,740,740,840,840,840,134,134,8,132.53560262721783,2.557916974183172,838.7902500107884,56.0
1785192709,40,,Aggregated,9.700000,9.700000,8,10,99,130,610,690,740,740,840,840,840,134,134,8,132.53560262721783,2.557916974183172,838.7902500107884,56.0
