Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,33734,33248,77,1469.8452076603842,1.1472920014057308,42177.797207994445,86.38409319973914,282.2718548701059,278.20521227015126,77,170,640,1000,1600,3800,27000,39000,41000,42000,42000
,Aggregated,33734,33248,77,1469.8452076603842,1.1472920014057308,42177.797207994445,86.38409319973914,282.2718548701059,278.20521227015126,77,170,640,1000,1600,3800,27000,39000,41000,42000,42000
