Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,52225,52225,91,2344.032439102697,29.94666699669324,10957.87187499809,0.0,437.0299287021263,437.0299287021263,91,200,5800,7600,9000,9800,10000,10000,11000,11000,11000
,Aggregated,52225,52225,91,2344.032439102697,29.94666699669324,10957.87187499809,0.0,437.0299287021263,437.0299287021263,91,200,5800,7600,9000,9800,10000,10000,11000,11000,11000
