Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784245787,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784245788,300,POST,/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,277,277,290,283.69565913734755,74.865000002319,856.3748330052476,0.0
1784245788,300,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,277,277,290,283.69565913734755,74.865000002319,856.3748330052476,0.0
1784245789,600,POST,/search,0.000000,0.000000,330,490,730,740,900,940,1000,1000,1000,1000,1000,488,488,290,333.675483344316,68.72987499809824,1027.546875004191,0.0
1784245789,600,,Aggregated,0.000000,0.000000,330,490,730,740,900,940,1000,1000,1000,1000,1000,488,488,290,333.675483344316,68.72987499809824,1027.546875004191,0.0
1784245790,900,POST,/search,266.000000,266.000000,490,830,910,1300,1400,1400,1400,1500,1500,1500,1500,988,988,300,511.3814958299243,32.96212499844842,1469.1345829996862,0.0
1784245790,900,,Aggregated,266.000000,266.000000,490,830,910,1300,1400,1400,1400,1500,1500,1500,1500,988,988,300,511.3814958299243,32.96212499844842,1469.1345829996862,0.0
1784245791,1200,POST,/search,189.500000,189.500000,730,840,1100,1300,1400,1400,1400,1500,1500,1500,1500,1504,1504,310,558.0489225085759,32.96212499844842,1469.1345829996862,0.0
1784245791,1200,,Aggregated,189.500000,189.500000,730,840,1100,1300,1400,1400,1400,1500,1500,1500,1500,1504,1504,310,558.0489225085759,32.96212499844842,1469.1345829996862,0.0
1784245792,1500,POST,/search,208.333333,208.333333,340,810,910,1200,1300,1400,1400,1500,1800,1800,1800,1772,1772,300,517.0582731370151,32.96212499844842,1809.4616659946041,0.0
1784245792,1500,,Aggregated,208.333333,208.333333,340,810,910,1200,1300,1400,1400,1500,1800,1800,1800,1772,1772,300,517.0582731370151,32.96212499844842,1809.4616659946041,0.0
1784245793,1800,POST,/search,293.500000,293.500000,290,800,950,1300,1400,2700,2800,2800,2800,2800,2800,2207,2207,290,596.1085535209892,32.96212499844842,2826.376832999813,0.0
1784245793,1800,,Aggregated,293.500000,293.500000,290,800,950,1300,1400,2700,2800,2800,2800,2800,2800,2207,2207,290,596.1085535209892,32.96212499844842,2826.376832999813,0.0
