Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785192769,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785192770,16,POST,/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,12,290,289.7319860834007,284.4472910510376,294.4340420071967,56.0
1785192770,16,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,12,12,290,289.7319860834007,284.4472910510376,294.4340420071967,56.0
1785192771,32,POST,/search,0.000000,0.000000,69,70,72,72,73,75,75,75,75,75,75,33,33,72,140.57122212023276,5.043582990765572,294.4340420071967,56.0
1785192771,32,,Aggregated,0.000000,0.000000,69,70,72,72,73,75,75,75,75,75,75,33,33,72,140.57122212023276,5.043582990765572,294.4340420071967,56.0
1785192772,48,POST,/search,12.000000,12.000000,69,72,75,79,83,85,89,89,89,89,89,61,61,72,98.28504437645591,3.2237080158665776,294.4340420071967,56.0
1785192772,48,,Aggregated,12.000000,12.000000,69,72,75,79,83,85,89,89,89,89,89,61,61,72,98.28504437645591,3.2237080158665776,294.4340420071967,56.0
1785192773,64,POST,/search,14.000000,14.000000,69,78,83,89,100,110,110,110,110,110,110,94,94,71,83.51218525352492,3.2237080158665776,294.4340420071967,56.0
1785192773,64,,Aggregated,14.000000,14.000000,69,78,83,89,100,110,110,110,110,110,110,94,94,71,83.51218525352492,3.2237080158665776,294.4340420071967,56.0
1785192774,80,POST,/search,17.666667,17.666667,58,72,78,81,100,110,110,110,110,110,110,138,138,66,66.71552380135256,3.2237080158665776,294.4340420071967,56.0
1785192774,80,,Aggregated,17.666667,17.666667,58,72,78,81,100,110,110,110,110,110,110,138,138,66,66.71552380135256,3.2237080158665776,294.4340420071967,56.0
1785192775,80,POST,/search,21.000000,21.000000,9,67,72,76,89,100,110,110,110,110,110,179,179,10,52.659913836054855,2.977791999001056,294.4340420071967,56.0
1785192775,80,,Aggregated,21.000000,21.000000,9,67,72,76,89,100,110,110,110,110,110,179,179,10,52.659913836054855,2.977791999001056,294.4340420071967,56.0
1785192776,80,POST,/search,24.400000,24.400000,9,29,70,72,84,100,110,110,110,110,110,210,210,10,46.66290493637678,2.977791999001056,294.4340420071967,56.0
1785192776,80,,Aggregated,24.400000,24.400000,9,29,70,72,84,100,110,110,110,110,110,210,210,10,46.66290493637678,2.977791999001056,294.4340420071967,56.0
1785192777,80,POST,/search,25.000000,25.000000,11,35,70,73,86,110,150,160,190,190,190,250,250,12,47.18520631804131,2.977791999001056,294.4340420071967,56.0
1785192777,80,,Aggregated,25.000000,25.000000,11,35,70,73,86,110,150,160,190,190,190,250,250,12,47.18520631804131,2.977791999001056,294.4340420071967,56.0
1785192778,80,POST,/search,27.285714,27.285714,11,33,70,72,85,110,140,160,190,190,190,263,263,12,46.01498097916109,2.977791999001056,294.4340420071967,56.0
