Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,1770,1764,8,262.5036402809365,2.47366598341614,54714.75424995879,77.91468926553672,29.867762722660714,29.766516069363558,8,11,18,37,260,780,1200,1400,54000,55000,55000
,Aggregated,1770,1764,8,262.5036402809365,2.47366598341614,54714.75424995879,77.91468926553672,29.867762722660714,29.766516069363558,8,11,18,37,260,780,1200,1400,54000,55000,55000
