Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/search,"CatchResponseError('Failed: 500 - {""detail"":""Internal Server Error: Too many connections""}')",1764,2026-07-27T22:52:49Z,2026-07-27T22:53:48Z
