Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785192841,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785192842,32,POST,/search,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,27,27,160,156.50114341190567,149.45429097861052,164.15683302329853,56.0
1785192842,32,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,27,27,160,156.50114341190567,149.45429097861052,164.15683302329853,56.0
1785192843,64,POST,/search,0.000000,0.000000,180,270,300,350,350,350,360,360,360,360,360,68,68,160,184.16036823456284,3.1235829810611904,355.2180000115186,56.0
1785192843,64,,Aggregated,0.000000,0.000000,180,270,300,350,350,350,360,360,360,360,360,68,68,160,184.16036823456284,3.1235829810611904,355.2180000115186,56.0
1785192844,96,POST,/search,27.000000,27.000000,110,170,180,180,300,350,350,350,360,360,360,128,128,160,133.0842717948144,2.761416952125728,355.2180000115186,56.0
1785192844,96,,Aggregated,27.000000,27.000000,110,170,180,180,300,350,350,350,360,360,360,128,128,160,133.0842717948144,2.761416952125728,355.2180000115186,56.0
1785192845,128,POST,/search,31.500000,31.500000,80,100,160,170,180,340,350,350,360,360,360,210,210,90,97.73017954624568,2.4505420005880296,355.2180000115186,56.0
1785192845,128,,Aggregated,31.500000,31.500000,80,100,160,170,180,340,350,350,360,360,360,210,210,90,97.73017954624568,2.4505420005880296,355.2180000115186,56.0
1785192846,160,POST,/search,37.333333,37.333333,76,110,170,180,290,350,360,360,360,360,360,306,306,88,106.63067916593837,2.4505420005880296,362.87075001746416,56.0
1785192846,160,,Aggregated,37.333333,37.333333,76,110,170,180,290,350,360,360,360,360,360,306,306,88,106.63067916593837,2.4505420005880296,362.87075001746416,56.0
1785192847,160,POST,/search,45.500000,45.500000,11,93,130,170,290,350,360,360,360,360,360,373,373,16,88.25824606942697,2.1007919567637146,362.87075001746416,56.0
1785192847,160,,Aggregated,45.500000,45.500000,11,93,130,170,290,350,360,360,360,360,360,373,373,16,88.25824606942697,2.1007919567637146,362.87075001746416,56.0
1785192848,160,POST,/search,55.800000,55.800000,6,54,100,130,270,300,360,360,360,360,360,458,458,7,72.68340845872429,1.987833995372057,362.87075001746416,56.0
1785192848,160,,Aggregated,55.800000,55.800000,6,54,100,130,270,300,360,360,360,360,360,458,458,7,72.68340845872429,1.987833995372057,362.87075001746416,56.0
1785192849,160,POST,/search,56.833333,56.833333,6,11,87,110,180,300,360,360,360,360,360,541,541,6,62.327294033420976,1.987833995372057,362.87075001746416,56.0
1785192849,160,,Aggregated,56.833333,56.833333,6,11,87,110,180,300,360,360,360,360,360,541,541,6,62.327294033420976,1.987833995372057,362.87075001746416,56.0
1785192850,160,POST,/search,60.142857,60.142857,5,9,61,93,180,290,350,360,360,360,360,608,608,6,56.51188122053435,1.987833995372057,362.87075001746416,56.0
1785192850,160,,Aggregated,60.142857,60.142857,5,9,61,93,180,290,350,360,360,360,360,608,608,6,56.51188122053435,1.987833995372057,362.87075001746416,56.0
1785192851,160,POST,/search,62.250000,62.250000,5,7,18,86,170,290,350,360,360,360,360,683,683,5,50.77478592011308,1.987833995372057,362.87075001746416,56.0
1785192851,160,,Aggregated,62.250000,62.250000,5,7,18,86,170,290,350,360,360,360,360,683,683,5,50.77478592011308,1.987833995372057,362.87075001746416,56.0
1785192852,160,POST,/search,64.333333,64.333333,5,6,10,17,110,170,300,360,360,360,360,753,753,5,46.58213456623271,1.987833995372057,362.87075001746416,56.0
1785192852,160,,Aggregated,64.333333,64.333333,5,6,10,17,110,170,300,360,360,360,360,753,753,5,46.58213456623271,1.987833995372057,362.87075001746416,56.0
1785192853,160,POST,/search,64.000000,64.000000,5,6,8,11,89,170,290,360,360,360,360,837,837,5,44.53696440308652,1.987833995372057,362.87075001746416,56.0
1785192853,160,,Aggregated,64.000000,64.000000,5,6,8,11,89,170,290,360,360,360,360,837,837,5,44.53696440308652,1.987833995372057,362.87075001746416,56.0
1785192854,160,POST,/search,69.400000,69.400000,4,6,7,9,46,170,290,360,360,360,360,909,909,5,41.75236894660993,1.987833995372057,362.87075001746416,56.0
1785192854,160,,Aggregated,69.400000,69.400000,4,6,7,9,46,170,290,360,360,360,360,909,909,5,41.75236894660993,1.987833995372057,362.87075001746416,56.0
1785192855,160,POST,/search,69.400000,69.400000,4,5,6,7,11,23,69,110,200,200,200,922,922,5,41.32275343116286,1.987833995372057,362.87075001746416,56.0
1785192855,160,,Aggregated,69.400000,69.400000,4,5,6,7,11,23,69,110,200,200,200,922,922,5,41.32275343116286,1.987833995372057,362.87075001746416,56.0
1785192856,160,POST,/search,75.900000,75.900000,4,5,7,7,15,53,200,900,1600,1600,1600,933,933,5,52.40494725455371,1.987833995372057,1608.1985000055283,55.88210075026795
1785192856,160,,Aggregated,75.900000,75.900000,4,5,7,7,15,53,200,900,1600,1600,1600,933,933,5,52.40494725455371,1.987833995372057,1608.1985000055283,55.88210075026795
