Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/search,"CatchResponseError('Failed: 500 - {""detail"":""Internal Server Error: Too many connections""}')",298,2026-07-27T19:49:58Z,2026-07-27T19:50:59Z
