Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/search,22,0,23000,18642.31772908666,3007.69441598095,25269.19345901115,6245.818181818182,0.3872229791041353,0.0,23000,24000,24000,25000,25000,25000,25000,25000,25000,25000,25000
,Aggregated,22,0,23000,18642.31772908666,3007.69441598095,25269.19345901115,6245.818181818182,0.3872229791041353,0.0,23000,24000,24000,25000,25000,25000,25000,25000,25000,25000,25000
